ml_id,ml_year,ml_title,id,title,year
8865,2004,Sky Captain and the World of Tomorrow,102722,Sky Captain and the World of Tomorrow,2004
133167,2002,Barbie as Rapunzel,102747,Barbie as Rapunzel,2002
72483,2008,Keith,102752,Keith,2008
85399,2011,"Big Mommas: Like Father, Like Son",102812,"Big Mommas: Like Father, Like Son",2011
5178,1994,Fun,102889,Fun,1994
3020,1993,Falling Down,102954,Falling Down,1993
173741,2012,The Old Man,103032,The Old Man,2012
104076,2013,The Smurfs 2,103046,The Smurfs 2,2013
4227,2001,The Brothers,103097,The Brothers,2001
91056,1949,Batman and Robin,103163,Batman and Robin,1949
6615,2003,Freddy vs. Jason,103175,Freddy vs. Jason,2003
832,1996,Ransom,103180,Ransom,1996
134603,2013,The Nun,103189,The Nun,2013
7416,1975,The Sunshine Boys,103196,The Sunshine Boys,1975
7324,2004,Hidalgo,103198,Hidalgo,2004
70643,2009,Bandslam,103213,Bandslam,2009
25959,1950,Annie Get Your Gun,103222,Annie Get Your Gun,1950
155743,2016,My Big Fat Greek Wedding 2,103252,My Big Fat Greek Wedding 2,2016
4016,2000,The Emperor's New Groove,103257,The Emperor's New Groove,2000
26471,1983,Eddie Murphy Delirious,103291,Eddie Murphy Delirious,-1
3773,1990,House Party,103298,House Party,1990
157200,2016,Money Monster,103310,Money Monster,2016
143859,2016,"Hail, Caesar!",103377,"Hail, Caesar!",2016
32174,1968,The Green Berets,103400,The Green Berets,1968
43914,2005,Winter Passing,103406,Winter Passing,2005
4939,1980,The Final Countdown,103420,The Final Countdown,1980
53127,2007,Bug,103429,Bug,2006
133127,2003,Barbie of Swan Lake,103434,Barbie of Swan Lake,-1
98836,2012,Hyde Park on Hudson,103441,Hyde Park on Hudson,2012
63479,2008,Sex Drive,103452,Sex Drive,2008
6950,2003,The Missing,103466,The Missing,2003
6298,2003,Malibu's Most Wanted,103486,Malibu's Most Wanted,2003
1889,1997,Insomnia,103521,Insomnia,1997
126693,2012,Pinocchio,103527,Pinocchio,2012
186041,1972,Night of Fear,103539,Night of Fear,1972
53129,2007,Mr. Brooks,103550,Mr. Brooks,2007
37857,2005,MirrorMask,103552,MirrorMask,2005
170601,2004,RRRrrrr!!!,103588,RRRrrrr!!!,-1
53974,2007,License to Wed,103646,License to Wed,2007
59103,2008,The Forbidden Kingdom,103663,The Forbidden Kingdom,2008
192077,2002,King,103690,King,2002
153662,1980,Girls,103714,Girls,1980
51091,2006,Black Snake Moan,103738,Black Snake Moan,2006
6966,1990,Darkman,103739,Darkman,1990
73211,2008,Pontypool,103749,Pontypool,2008
70562,2008,The Ramen Girl,103784,The Ramen Girl,2008
177469,2016,The Last Face,103800,The Last Face,2016
6356,1957,Gunfight at the O.K. Corral,103867,Gunfight at the O.K. Corral,1957
6059,2003,The Recruit,103876,The Recruit,2003
113064,2014,The Trip to Italy,103887,The Trip to Italy,2014
157122,2016,The Man Who Knew Infinity,103892,The Man Who Knew Infinity,2015
6290,2003,House of 1000 Corpses,103896,House of 1000 Corpses,2003
62511,2008,"Synecdoche, New York",103991,"Synecdoche, New York",2008
6218,2002,Bend It Like Beckham,103993,Bend It Like Beckham,2002
77820,2010,Furry Vengeance,104007,Furry Vengeance,2010
3704,1985,Mad Max Beyond Thunderdome,104047,Mad Max Beyond Thunderdome,1985
58025,2008,Jumper,104137,Jumper,2008
68659,2009,Fanboys,104147,Fanboys,2009
80551,2010,Eat Pray Love,104154,Eat Pray Love,2010
3421,1978,Animal House,104174,Animal House,1978
33166,2004,Crash,104177,Crash,2004
164909,2016,La La Land,104180,La La Land,2016
7143,2003,The Last Samurai,104183,The Last Samurai,2003
58154,2008,The Other Boleyn Girl,104192,The Other Boleyn Girl,2008
34338,2005,The Aristocrats,104199,The Aristocrats,2005
4624,1989,Meet the Feebles,104220,Meet the Feebles,1989
7889,1973,Pat Garrett and Billy the Kid,104225,Pat Garrett and Billy the Kid,1973
135135,2015,Max,104278,Max,2015
27311,2000,Batman Beyond: Return of the Joker,104280,Batman Beyond: Return of the Joker,-1
46850,2006,Wordplay,104331,Wordplay,2006
6493,2003,Alex and Emma,104364,Alex and Emma,2003
114007,2014,Before I Go to Sleep,104367,Before I Go to Sleep,2014
6863,2003,School of Rock,104391,School of Rock,2003
135520,2015,Mythica: A Quest for Heroes,104410,Mythica: A Quest for Heroes,2015
82452,2007,Frozen,104477,Frozen,2007
122805,1995,Piranha,104483,Piranha,1995
4428,1961,The Misfits,104502,The Misfits,1961
89490,2011,Straw Dogs,104519,Straw Dogs,2011
4030,2000,Dracula 2000,104551,Dracula 2000,2000
140639,2002,Nancy Drew,104564,Nancy Drew,2002
141890,2015,Beasts of No Nation,104589,Beasts of No Nation,2015
1754,1998,Fallen,104700,Fallen,1998
3882,2000,Bring It On,104766,Bring It On,2000
26271,1972,Lady Sings the Blues,104790,Lady Sings the Blues,1972
104913,2013,Rush,104809,Rush,2013
172809,2017,Paris Can Wait,104831,Paris Can Wait,2016
112788,2014,Sex Tape,104844,Sex Tape,2014
97701,2012,Paranormal Activity 4,104847,Paranormal Activity 4,2012
5093,2002,Collateral Damage,104901,Collateral Damage,2002
70641,2009,Miss March,104919,Miss March,2009
47200,2006,Crank,104930,Crank,2006
127001,1995,Pan,104942,Pan,1995
165967,2015,Just the Way You Are,104943,Just the Way You Are,2015
116797,2014,The Imitation Game,104989,The Imitation Game,2014
3717,2000,Gone in 60 Seconds,105031,Gone in 60 Seconds,2000
69644,2009,Ice Age: Dawn of the Dinosaurs,105060,Ice Age: Dawn of the Dinosaurs,2009
165551,2016,Lion,105089,Lion,2016
3691,1983,Private School,105190,Private School,1983
152031,2016,Space Cop,105216,Space Cop,2016
166757,2016,The Free World,105261,The Free World,2016
103547,2011,Vile,105264,Vile,2011
1422,1997,Murder at 1600,105300,Murder at 1600,1997
43684,2006,Something New,105302,Something New,2006
8493,1990,Memphis Belle,105334,Memphis Belle,1990
177689,2017,The Killing of a Sacred Deer,105346,The Killing of a Sacred Deer,-1
5300,1957,3:10 to Yuma,105428,3:10 to Yuma,1957
926,1950,All About Eve,105461,All About Eve,1950
5731,1981,The Entity,105465,The Entity,1981
185503,2015,The Divide,105476,The Divide,2015
801,1996,Harriet the Spy,105529,Harriet the Spy,1996
56782,2007,There Will Be Blood,105556,There Will Be Blood,2007
2870,1967,Barefoot in the Park,105558,Barefoot in the Park,1967
1992,1990,Child's Play 2,105563,Child's Play 2,1990
182715,2018,Annihilation,105589,Annihilation,2018
36529,2005,Lord of War,105645,Lord of War,2005
5965,1977,The Duellists,105656,The Duellists,1977
2411,1985,Rocky IV,105712,Rocky IV,1985
2875,1993,Sommersby,105735,Sommersby,1993
133335,2010,Lifted,105748,Lifted,2011
2084,1992,Newsies,105764,Newsies,1992
153244,2003,The Box,105787,The Box,2003
164544,2014,Imperial Dreams,105792,Imperial Dreams,2014
59784,2008,Kung Fu Panda,105827,Kung Fu Panda,2008
42518,1945,Christmas in Connecticut,105900,Christmas in Connecticut,1945
58156,2008,Semi-Pro,105916,Semi-Pro,2008
26008,1956,Anything Goes,105923,Anything Goes,1956
18,1995,Four Rooms,105952,Four Rooms,1995
176345,2000,One Piece: The Movie,105958,One Piece: The Movie,2000
8910,2004,I Heart Huckabees,105959,I Heart Huckabees,2004
3152,1971,The Last Picture Show,105969,The Last Picture Show,1971
68965,2009,Dance Flick,105979,Dance Flick,2009
808,1996,Alaska,106018,Alaska,1996
134680,2015,Taxi,106022,Taxi,2015
1603,1997,Mimic,106113,Mimic,1997
52952,2006,This Is England,106116,This Is England,2006
3502,1993,My Life,106126,My Life,1993
4483,1988,Caddyshack II,106132,Caddyshack II,1988
3708,1984,Firestarter,106186,Firestarter,1984
49276,2006,Let's Go to Prison,106197,Let's Go to Prison,2006
2,1995,Jumanji,106233,Jumanji,1995
4366,2001,Atlantis: The Lost Empire,106269,Atlantis: The Lost Empire,2001
95935,2002,Bertie and Elizabeth,106315,Bertie and Elizabeth,-1
3948,2000,Meet the Parents,106317,Meet the Parents,2000
1197,1987,The Princess Bride,106388,The Princess Bride,1987
3507,1968,The Odd Couple,106404,The Odd Couple,1968
61123,2007,High School Musical 2,106407,High School Musical 2,-1
901,1957,Funny Face,106416,Funny Face,1957
125481,1996,In Cold Blood,106494,In Cold Blood,1996
3101,1987,Fatal Attraction,106588,Fatal Attraction,1987
3866,2000,Sunset Strip,106614,Sunset Strip,2000
2416,1986,Back to School,106625,Back to School,1986
50158,2007,Stomp the Yard,106635,Stomp the Yard,2007
4958,2001,Behind Enemy Lines,106652,Behind Enemy Lines,2001
69640,2009,Public Enemies,106662,Public Enemies,2009
86440,1997,Outsider,106673,Outsider,1997
26010,1956,Carousel,106707,Carousel,1956
3861,2000,The Replacements,106761,The Replacements,2000
2082,1992,The Mighty Ducks,106827,The Mighty Ducks,1992
1029,1941,Dumbo,106831,Dumbo,-1
93502,2011,The Ledge,106843,The Ledge,2011
5332,1985,The Aviator,107019,The Aviator,1985
175661,2017,The Hitman's Bodyguard,107047,The Hitman's Bodyguard,-1
44779,2005,Santa's Slay,107168,Santa's Slay,2005
7317,2004,EuroTrip,107171,EuroTrip,2004
8978,2004,Christmas with the Kranks,107174,Christmas with the Kranks,2004
4744,2001,Jeepers Creepers,107175,Jeepers Creepers,2001
117444,2014,Song of the Sea,107216,Song of the Sea,2014
90620,2009,Mulan,107265,Mulan,2009
4963,2001,Ocean's Eleven,107314,Ocean's Eleven,2001
73319,2010,Leap Year,107335,Leap Year,2010
56757,2007,Sweeney Todd: The Demon Barber of Fleet Street,107350,Sweeney Todd: The Demon Barber of Fleet Street,2007
4367,2001,Lara Croft: Tomb Raider,107370,Lara Croft: Tomb Raider,2001
67408,2009,Monsters vs. Aliens,107383,Monsters vs. Aliens,2009
7701,1990,Look Who's Talking Too,107389,Look Who's Talking Too,1990
121099,2003,101 Dalmatians II: Patch's London Adventure,107394,101 Dalmatians II: Patch's London Adventure,2003
5810,2002,8 Mile,107396,8 Mile,2002
1644,1997,I Know What You Did Last Summer,107407,I Know What You Did Last Summer,1997
162058,2012,Grandmaster,107411,The Grandmaster,2013
116977,2014,Dumb and Dumber To,107420,Dumb and Dumber To,2014
1515,1997,Volcano,107429,Volcano,1997
1641,1997,The Full Monty,107477,The Full Monty,1997
61160,2008,Star Wars: The Clone Wars,107486,Star Wars: The Clone Wars,2008
588,1992,Aladdin,107514,Aladdin,1992
68157,2009,Inglourious Basterds,107554,Inglourious Basterds,2009
5504,2002,Spy Kids 2: The Island of Lost Dreams,107585,Spy Kids 2: The Island of Lost Dreams,2002
3490,1972,Horror Express,107615,Horror Express,1972
3044,1991,Dead Again,107616,Dead Again,1991
117682,2007,Elvis and Anabelle,107628,Elvis and Anabelle,2007
6212,2003,Bringing Down the House,107658,Bringing Down the House,2003
5464,2002,Road to Perdition,107671,Road to Perdition,2002
145839,2015,Concussion,107673,Concussion,2015
1500,1997,Grosse Pointe Blank,107677,Grosse Pointe Blank,1997
5053,1994,Blankman,107684,Blankman,1994
154362,2002,Impressionen unter Wasser,107744,Impressionen unter Wasser,2002
3210,1982,Fast Times at Ridgemont High,107751,Fast Times at Ridgemont High,-1
138726,1977,Greased Lightning,107757,Greased Lightning,1977
7369,2004,Scooby-Doo 2: Monsters Unleashed,107778,Scooby-Doo 2: Monsters Unleashed,2004
4135,1987,The Monster Squad,107799,The Monster Squad,1987
76175,2010,Clash of the Titans,107807,Clash of the Titans,2010
30825,2004,Meet the Fockers,107826,Meet the Fockers,2004
170961,2017,Resident Evil: Vendetta,107844,Resident Evil: Vendetta,-1
105197,2013,Nebraska,107859,Nebraska,2013
46915,2006,End Game,107928,End Game,2006
1250,1957,The Bridge on the River Kwai,107940,The Bridge on the River Kwai,1957
135504,2015,Little Boy,107994,Little Boy,2015
1061,1996,Sleepers,108019,Sleepers,1996
80846,2010,Devil,108024,Devil,2011
5478,2002,Eight Legged Freaks,108063,Eight Legged Freaks,2002
165105,2016,Ouija: Origin of Evil,108094,Ouija: Origin of Evil,2016
74,1996,Bed of Roses,108121,Bed of Roses,1996
5630,2002,Red Dragon,108137,Red Dragon,2002
100108,2013,Parker,108138,Parker,2013
179727,2011,William and Catherine: A Royal Romance,108140,William and Catherine: A Royal Romance,-1
2640,1978,Superman,108195,Superman,1978
175897,2012,Coming Home,108205,Coming Home,2012
62155,2008,Nick and Norah's Infinite Playlist,108217,Nick and Norah's Infinite Playlist,2008
3432,1985,Death Wish 3,108246,Death Wish 3,1985
55250,2007,The Game Plan,108273,The Game Plan,2007
364,1994,The Lion King,108278,The Lion King,1994
3646,2000,Big Momma's House,108301,Big Momma's House,2000
1927,1930,All Quiet on the Western Front,108351,All Quiet on the Western Front,1930
1259,1986,Stand by Me,108389,Stand by Me,1986
59900,2008,You Don't Mess with the Zohan,108426,You Don't Mess with the Zohan,2008
84954,2011,The Adjustment Bureau,108447,The Adjustment Bureau,2011
743,1996,Spy Hard,108453,Spy Hard,1996
172255,2001,The Matrix Revisited,108462,The Matrix Revisited,-1
161034,2016,Sultan,108489,Sultan,2016
117194,2014,Dolphin Tale 2,108551,Dolphin Tale 2,2014
27074,1998,Brave New World,108560,Brave New World,1998
2660,1951,The Thing from Another World,108565,The Thing from Another World,1951
2726,1956,The Killing,108574,The Killing,1956
3438,1990,Teenage Mutant Ninja Turtles,108668,Teenage Mutant Ninja Turtles,1990
58627,2008,Never Back Down,108706,Never Back Down,2008
78469,2010,The A-Team,108715,The A-Team,2010
51935,2007,Shooter,108746,Shooter,2007
117851,2014,Penguins of Madagascar,108801,Penguins of Madagascar,2014
159725,1998,A Knight in Camelot,108923,A Knight in Camelot,-1
56389,2007,My Blueberry Nights,108943,My Blueberry Nights,2007
3274,1992,Single White Female,108945,Single White Female,-1
1626,1997,Fire Down Below,108983,Fire Down Below,1997
4944,1977,Empire of the Ants,108986,Empire of the Ants,1977
4474,1988,Beaches,109030,Beaches,1988
120799,2015,Terminator Genisys,109049,Terminator Genisys,2015
50601,2007,Bridge to Terabithia,109064,Bridge to Terabithia,2007
99087,2012,Playing for Keeps,109066,Playing for Keeps,2012
81591,2010,Black Swan,109082,Black Swan,2010
4889,2001,Heist,109149,Heist,2001
154684,2014,Good for Nothing,109178,Good for Nothing,2014
105577,2006,Avenger,109211,Avenger,2006
3820,2000,Thomas and the Magic Railroad,109310,Thomas and the Magic Railroad,2000
66090,2008,Eden Lake,109323,Eden Lake,2008
184451,2007,Blood Car,109328,Blood Car,2007
5651,1964,The Incredible Mr. Limpet,109370,The Incredible Mr. Limpet,1964
56775,2007,National Treasure: Book of Secrets,109424,National Treasure: Book of Secrets,2007
3910,2000,Dancer in the Dark,109433,Dancer in the Dark,2000
3487,1966,El Dorado,109449,El Dorado,1966
2121,1983,Cujo,109453,Cujo,1983
97306,2012,Seven Psychopaths,109474,Seven Psychopaths,2012
32587,2005,Sin City,109487,Sin City,2005
116207,2013,Zulu,109495,Zulu,2013
121277,2012,U.F.O.,109497,U.F.O.,2012
124859,2014,The Gambler,109558,The Gambler,2014
32598,2005,Fever Pitch,109594,Fever Pitch,2005
4639,2001,America's Sweethearts,109621,America's Sweethearts,2001
3823,1999,Wonderland,109631,Wonderland,1999
4218,1986,River's Edge,109635,River's Edge,1986
136864,2016,Batman v Superman: Dawn of Justice,109642,Batman v Superman: Dawn of Justice,2016
26778,1992,Ladybugs,109729,Ladybugs,1992
174963,2004,Dracula 3000,109735,Dracula 3000,2004
84395,2011,The Rite,109743,The Rite,2011
135643,2015,The Disappointments Room,109753,The Disappointments Room,2016
1304,1969,Butch Cassidy and the Sundance Kid,109784,Butch Cassidy and the Sundance Kid,1969
41573,2005,The Family Stone,109788,The Family Stone,2005
44665,2006,Lucky Number Slevin,109798,Lucky Number Slevin,2006
1604,1997,Money Talks,109844,Money Talks,1997
72011,2009,Up in the Air,109877,Up in the Air,2009
110678,2014,Bears,109883,Bears,2014
7169,2004,Chasing Liberty,109892,Chasing Liberty,2004
166705,2016,Fences,109896,Fences,2016
2006,1998,The Mask of Zorro,109963,The Mask of Zorro,1998
115967,2014,These Final Hours,110000,These Final Hours,2013
165549,2016,Manchester by the Sea,110011,Manchester by the Sea,2016
138448,2014,Midnight Sun,110075,Midnight Sun,2014
167162,2016,The Legend of Ben Hall,110078,The Legend of Ben Hall,-1
72605,2009,Brothers,110109,Brothers,2009
168618,2016,As You Are,110119,As You Are,2016
160980,2016,Sully,110291,Sully,2016
93563,2012,Lockout,110352,Lockout,2012
2398,1947,Miracle on 34th Street,110362,Miracle on 34th Street,1947
140491,1978,Puff the Magic Dragon,110365,Puff the Magic Dragon,1978
118103,2014,Come Back to Me,110419,Come Back to Me,2014
105980,1991,The Borrower,110433,The Borrower,1991
2329,1998,American History X,110494,American History X,1998
96693,2012,Trouble with the Curve,110497,Trouble with the Curve,2012
103755,2013,Turbo,110517,Turbo,2013
6378,2003,The Italian Job,110529,The Italian Job,2003
99058,2012,The Comedy,110534,The Comedy,2012
80463,2010,The Social Network,110580,The Social Network,2010
7122,1966,King of Hearts,110593,King of Hearts,1966
5266,2002,Panic Room,110605,Panic Room,2002
165065,2010,Outcast,110613,Outcast,2010
98973,2012,Chasing Ice,110632,Chasing Ice,-1
166721,2016,Bleed for This,110635,Bleed for This,2016
55241,2007,Mr. Woodcock,110685,Mr. Woodcock,2007
108928,2014,The Monuments Men,110698,The Monuments Men,2014
102481,2013,The Internship,110715,The Internship,2013
4945,1976,The Enforcer,110763,The Enforcer,1976
105213,2013,Don Jon,110800,Don Jon,2013
135599,2008,The Echo,110815,The Echo,2008
6550,2003,Johnny English,110878,Johnny English,2003
43919,2006,Date Movie,110944,Date Movie,2006
640,1996,Diabolique,111030,Diabolique,1996
4919,1985,Subway,111041,Subway,1985
1673,1997,Boogie Nights,111063,Boogie Nights,1997
5989,2002,Catch Me If You Can,111099,Catch Me If You Can,2002
2739,1985,The Color Purple,111132,The Color Purple,1985
8908,2004,Ladder 49,111153,Ladder 49,2004
8917,2004,Team America: World Police,111161,Team America: World Police,2003
26198,1968,"Yours, Mine and Ours",111188,"Yours, Mine and Ours",1968
113378,2014,The Giver,111216,The Giver,2014
94752,2009,Gifted Hands: The Ben Carson Story,111292,Gifted Hands: The Ben Carson Story,-1
142370,2014,We Are the Freaks,111399,We Are the Freaks,2013
1381,1982,Grease 2,111405,Grease 2,1982
63113,2008,Quantum of Solace,111435,Quantum of Solace,2008
1617,1997,L.A. Confidential,111488,L.A. Confidential,1997
97662,2012,Girl in Progress,111528,Girl in Progress,-1
174055,2017,Dunkirk,111540,Dunkirk,2017
37739,2005,The Greatest Game Ever Played,111572,The Greatest Game Ever Played,2005
426,1993,Body Snatchers,111585,Body Snatchers,1993
653,1996,Dragonheart,111598,Dragonheart,1996
30816,2004,The Phantom of the Opera,111694,The Phantom of the Opera,2004
171689,2017,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,111717,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,-1
98607,2009,Redline,111730,Redline,2009
5110,2001,Super Troopers,111776,Super Troopers,2001
1225,1984,Amadeus,111782,Amadeus,1984
72,1995,Kicking and Screaming,111831,Kicking and Screaming,1995
1785,1990,King of New York,111841,King of New York,1990
60756,2008,Step Brothers,111918,Step Brothers,2008
164945,2016,Brother Nature,111922,Brother Nature,2016
162396,2016,Skiptrace,111953,Skiptrace,2016
122882,2015,Mad Max: Fury Road,112069,Mad Max: Fury Road,2015
158635,2010,Just Between Us,112074,Just Between Us,2010
49524,2006,The Nativity Story,112106,The Nativity Story,-1
72405,2009,Bad Lieutenant: Port of Call New Orleans,112116,Bad Lieutenant: Port of Call New Orleans,2009
236,1995,French Kiss,112203,French Kiss,1995
101680,1983,Copper Mountain,112209,Copper Mountain,1983
136247,1998,Scooby-Doo on Zombie Island,112244,Scooby-Doo on Zombie Island,1998
2361,1972,Pink Flamingos,112259,Pink Flamingos,1972
661,1996,James and the Giant Peach,112260,James and the Giant Peach,1996
40826,2005,Rent,112277,Rent,2005
58315,2008,The Love Guru,112297,The Love Guru,2008
173623,2004,The Chronicles of Riddick: Dark Fury,112305,The Chronicles of Riddick: Dark Fury,-1
47044,2006,Miami Vice,112332,Miami Vice,2006
111795,2014,Million Dollar Arm,112343,Million Dollar Arm,2014
1527,1997,The Fifth Element,112346,The Fifth Element,-1
1702,1997,Flubber,112365,Flubber,1997
5039,1981,Dragonslayer,112386,Dragonslayer,1981
2412,1990,Rocky V,112434,Rocky V,1990
165425,1956,Gunslinger,112446,Gunslinger,1956
66156,2008,The Escapist,112455,The Escapist,2008
7167,2003,Japanese Story,112471,Japanese Story,2003
4881,2001,The Man Who Wasn't There,112493,The Man Who Wasn't There,2001
182559,2016,Dawson City: Frozen Time,112538,Dawson City: Frozen Time,2016
3148,1999,The Cider House Rules,112585,The Cider House Rules,1999
26760,1991,Wild Hearts Can't Be Broken,112586,Wild Hearts Can't Be Broken,1991
1358,1996,Sling Blade,112596,Sling Blade,1996
6659,1990,Tremors,112622,Tremors,1990
118896,2014,Mommy,112623,Mommy,2014
663,1996,Kids in the Hall: Brain Candy,112644,Kids in the Hall: Brain Candy,1996
2083,1992,The Muppet Christmas Carol,112688,The Muppet Christmas Carol,1992
112556,2014,Gone Girl,112719,Gone Girl,2014
785,1996,Kingpin,112737,Kingpin,1996
101672,2006,Dr. Dolittle 3,112774,Dr. Dolittle 3,2006
45030,2006,Even Money,112779,Even Money,2006
53121,2007,Shrek the Third,112783,Shrek the Third,2007
5588,1977,The Hills Have Eyes,112792,The Hills Have Eyes,1977
2922,1968,Hang 'Em High,112880,Hang 'Em High,1968
2567,1999,EDtv,112902,EDtv,1999
140805,2015,Attack on Titan,112905,Attack on Titan,2015
137383,2015,Tom and Jerry: Spy Quest,112927,Tom and Jerry: Spy Quest,2015
146928,2014,A Girl at My Door,112947,A Girl at My Door,2014
178667,2017,Gerald's Game,112994,Gerald's Game,2017
144910,2015,1944,113020,1944,2015
177593,2017,"Three Billboards Outside Ebbing, Missouri",113035,"Three Billboards Outside Ebbing, Missouri",2017
2089,1990,The Rescuers Down Under,113068,The Rescuers Down Under,-1
1277,1990,Cyrano de Bergerac,113137,Cyrano de Bergerac,1990
168492,2017,Call Me by Your Name,113150,Call Me by Your Name,2017
136548,2008,Gingerdead Man 2: Passion of the Crust,113202,Gingerdead Man 2: Passion of the Crust,2008
67087,2009,"I Love You, Man",113213,"I Love You, Man",2009
2253,1992,Toys,113262,Toys,1992
56093,2007,12,113279,12,2007
47099,2006,The Pursuit of Happyness,113392,The Pursuit of Happyness,2006
47452,1994,Wing Chun,113404,Wing Chun,1994
7259,2004,You Got Served,113416,You Got Served,2004
144428,2009,Secret,113467,Secret,2009
3111,1984,Places in the Heart,113498,Places in the Heart,1984
26762,1993,Aileen Wuornos: The Selling of a Serial Killer,113499,Aileen Wuornos: The Selling of a Serial Killer,1993
3395,1987,Nadine,113514,Nadine,1987
4221,1991,Necessary Roughness,113550,Necessary Roughness,1991
109385,2012,Informant,113667,The Informant,2013
72733,2009,Invictus,113673,Invictus,2009
131656,2015,Shaun the Sheep Movie,113679,Shaun the Sheep Movie,2015
130073,2015,Cinderella,113684,Cinderella,2015
42011,2005,Fun with Dick and Jane,113701,Fun with Dick and Jane,2005
314,1994,The Secret of Roan Inish,113721,The Secret of Roan Inish,1994
166245,2016,Good Kids,113723,Good Kids,2016
4406,1962,The Man Who Shot Liberty Valance,113729,The Man Who Shot Liberty Valance,1962
2517,1983,Christine,113772,Christine,1983
31255,1968,Ice Station Zebra,113784,Ice Station Zebra,1968
1230,1977,Annie Hall,113827,Annie Hall,1977
2181,1964,Marnie,113862,Marnie,1964
2558,1999,Forces of Nature,113921,Forces of Nature,1999
61352,2008,Traitor,113925,Traitor,2008
137737,1999,Darkness Falls,113931,Darkness Falls,1999
2054,1989,"Honey, I Shrunk the Kids",113972,"Honey, I Shrunk the Kids",1989
8829,2004,Benji: Off the Leash!,114020,Benji: Off the Leash!,2004
6482,2003,Dumb and Dumberer: When Harry Met Lloyd,114034,Dumb and Dumberer: When Harry Met Lloyd,2003
4,1995,Waiting to Exhale,114048,Waiting to Exhale,1995
128360,2015,The Hateful Eight,114109,The Hateful Eight,2015
51931,2007,Reign Over Me,114111,Reign Over Me,2007
149186,2016,Fifty Shades of Black,114129,Fifty Shades of Black,2016
82022,2010,The Reef,114165,The Reef,2010
1343,1991,Cape Fear,114231,Cape Fear,1991
147847,2015,Point Break,114256,Point Break,2015
1129,1981,Escape from New York,114271,Escape from New York,1981
140525,2015,Secret in Their Eyes,114306,Secret in Their Eyes,2015
99699,2003,Lucy,114327,Lucy,2003
170813,2017,Baywatch,114341,Baywatch,2017
7706,1930,Animal Crackers,114367,Animal Crackers,1930
182125,1942,Donald's Snow Fight,114371,Donald's Snow Fight,1942
4228,2001,Heartbreakers,114453,Heartbreakers,2001
2427,1998,The Thin Red Line,114454,The Thin Red Line,1998
1328,1990,The Amityville Curse,114458,The Amityville Curse,1990
156726,2016,Hush,114502,Hush,2016
3097,1940,The Shop Around the Corner,114507,The Shop Around the Corner,1940
1466,1997,Donnie Brasco,114513,Donnie Brasco,1997
3672,1974,Benji,114545,Benji,1974
114891,2010,Legendary,114550,Legendary,2010
48780,2006,The Prestige,114560,The Prestige,2006
7419,1985,After Hours,114580,After Hours,1985
1366,1996,The Crucible,114617,The Crucible,1996
127108,2015,Brooklyn,114633,Brooklyn,2015
4533,1985,The Return of the Living Dead,114652,The Return of the Living Dead,1985
7782,1993,Sniper,114659,Sniper,1993
137761,2014,The Search for General Tso,114669,The Search for General Tso,2014
77846,1997,12 Angry Men,114677,12 Angry Men,1997
4159,2001,3000 Miles to Graceland,114709,3000 Miles to Graceland,2001
77561,2010,Iron Man 2,114756,Iron Man 2,2010
3702,1979,Mad Max,114759,Mad Max,1979
2746,1986,Little Shop of Horrors,114785,Little Shop of Horrors,1986
3039,1983,Trading Places,114801,Trading Places,1983
103085,2013,Rapture-Palooza,114854,Rapture-Palooza,2013
55232,2007,Resident Evil: Extinction,114876,Resident Evil: Extinction,2007
118702,2014,Unbroken,114923,Unbroken,2014
110,1995,Braveheart,114932,Braveheart,1995
8526,2004,Around the World in 80 Days,114943,Around the World in 80 Days,2004
37830,2004,Final Fantasy VII: Advent Children,114984,Final Fantasy VII: Advent Children,-1
94649,2011,The Clown,114998,The Clown,2011
46976,2006,Stranger than Fiction,115047,Stranger than Fiction,2006
27004,1999,From Dusk Till Dawn 3: The Hangman's Daughter,115108,From Dusk Till Dawn 3: The Hangman's Daughter,2000
8045,1987,Hamburger Hill,115120,Hamburger Hill,1987
5103,1993,The Sandlot,115155,The Sandlot,1993
6534,2003,Hulk,115246,Hulk,2003
172333,2007,The Dukes of Hazzard: The Beginning,115249,The Dukes of Hazzard: The Beginning,-1
80489,2010,The Town,115250,The Town,2010
167370,2016,Assassin's Creed,115261,Assassin's Creed,2016
3489,1991,Hook,115290,Hook,1991
4331,1978,Semi-Tough,115309,Semi-Tough,1977
3536,2000,Keeping the Faith,115334,Keeping the Faith,2000
4062,1988,Mystic Pizza,115348,Mystic Pizza,1988
104035,2013,Beneath,115364,Beneath,2013
167392,2016,Dangal,115368,Dangal,2016
2139,1982,The Secret of NIMH,115372,The Secret of NIMH,-1
173593,2007,Snuff 102,115383,Snuff 102,2007
171757,2017,Amityville: The Awakening,115398,Amityville: The Awakening,2017
2944,1967,The Dirty Dozen,115404,The Dirty Dozen,1967
8957,2004,Saw,115463,Saw,2004
141,1996,The Birdcage,115516,The Birdcage,1996
89,1995,Nick of Time,115518,Nick of Time,1995
112790,2011,Going Down in LA-LA Land,115523,Going Down in LA-LA Land,2011
31032,2003,The Last Horror Movie,115547,The Last Horror Movie,2003
1282,1940,Fantasia,115548,Fantasia,1940
133771,2015,The Lobster,115588,The Lobster,2015
